"Anfangsbuchstabe","Title","Begriff","Hinweis","Link"
"P","PFIFF","	Porsche it-inFrastruktur Integration Für elektronische Fahrzeugsysteme",,
"P","PFM","Porsche Funktionsmodell (Muletto)",,
"P","P-FMEA	","Prozess-FMEA",,
"P","PFPS","	Porsche Fertigungs- und Prüfsystem",,
"P","P-Freigabe ","Planungs-Freigabe",,
"P","PFS","Porsche Financial Services","LINK FOLGT ",
"P","PFU","	Prozessfähigkeitsuntersuchung",,
"P","PG","	Prüfgelände",,
"P","PGAT","Porsche Goodwill Authorization Tool",,
"P","PGF","	Package Grenzflächen",,
"P","PGM","Professionelles Gebrauchtwagen Management",,
"P","PHB","	Projekthandbuch",,
"P","PHC","	Porsche Hill Control",,
"P","PHEV","Plug-in Hybrid Electric Vehicle",,
"P","PHEV","Parallel Hybrid Electric Vehicle",,
"P","PHP","	Package Hard Point",,
"P","PHS","Produktionshandbuch Standardisierung	",,
"P","PI","	Prozessfähigkeitsindikator",,
"P","PI2Pr","Plan-to-Produce","E2E-Prozess: von der Produktbeschreibung bis zur Betriebsbereitschaft",
"P","PIA","	Porsche integriertes Auftrags- und Ressourcenmanagement",,
"P","PIB","	Porsche Iberica","LINK FOLGT",
"P","PIB","	Porsche IT-Bestandsmanagement","LINK FOLGT ",
"P","PIC","	Process integritiy checkup",,
"P","PID","	Porsche Inno Drive",,
"P","PIDM","Porsche Ideenmanagement",,
"P","PiDT","	Porsche integrierter Diagnose Tester",,
"P","PIER","	Der Porsche Innovations- und EntwicklungsRaum siehe auch Innovationsplattform PIER wurde im GJ 2021 durch den Innovation Manager abgelöst.","... und hier gelangen Sie zum Innovation Manager https://innovation.web.porsche.de/servlet/hype/IMT?userAction=BrowseCurrentUser&templateName=MenuItem ","https://innovation.web.porsche.de/servlet/hype/IMT?userAction=BrowseCurrentUser&templateName=MenuItem"
"P","PIF","	Porsche International Financing plc	",,
"P","PIKS","Porsche Information Kommunikation Services GmbH",,
"P","PIN","	Personal Identification Number",,
"P","PINA","Porsche IdealNetzAnalyse",,
"P","PINS","	Porsche Initial Stock (Erstbevorratung)",,
"P","PIPE²line","Die Porsche Innovations Plattform für erfolgreiche Entwicklungen (https://intranet.web.porsche.de/portal/impulse/1139)","LINK FOLGT ",
"P","PIRM ","Porsche Intelligent Range Manager	","Im Taycan erstmals eingesetzte Funktion zur Optimierung der Verbrauchsparameter für eine kurze Reisezeit bei maximalem Komfort. Weitere Informationen gibt es hier.(LINK FOLGT)",
"P","PIS","	Projekt Informations System",,
"P","PISA","	Porsche Information Security Analyzer (ISMS)",,
"P","PISA","	Porsche Infrastructure Service Automation",,
"P","PIT","Porsche Italia","LINK FOLGT ",
"P","PIWIS","Porsche Integrated Workshop Information System",,
"P","PJ","Porsche Japan	","alternativ PJKK",
"P","PJKK","Porsche Japan","LINK FOLGT ",
"P","PK","	Paritätische Kommission",,
"P","PK","	Personalkosten",,
"P","PK","	Prozesskarosse",,
"P","PK","	Prozesskette",,
"P","PKI","	Public Key Infrastructure",,
"P","PKK","	Produktkostenklausur",,
"P","PKMS","Projekt-Kommunikations-Management-System",,
"P","PKO","	Produktkostenoptimierung",,
"P","PKO","	Porsche South Korea",,
"P","PKR","	Porsche Kontenrahmen",,
"P","PKR","Porsche Konzernrichtlinie","LINK FOLGT ",
"P","PKR ","Produktkostenrechnung",,
"P","P-Kreis	","Führungskreis im Ressort P",,
"P","PL","	Projektleitung / Projektleiter",,
"P","PL","	Plattform-Teile (Plattform-Gleichteile *P, Plattform-Systemteile *S)	",,
"P","PL","	Parkleuchte",,
"P","Pl2Pr","Plan-to-Produce ","E2E-Prozess: von der Produktbeschreibung bis zur Betriebsbereitschaft ",
"P","PLA","	Parklenkassistent",,
"P","PLA","	Porsche Latin America","LINK FOLGT ",
"P","PLATO ","	Plantermin Verfolgungssystem für Entwicklungsteile Online",,
"P","PLB","	Porsche Leistungsbeschreibung","LINK FOLGT ",
"P","PLC-M","	Product Life Cycle Management",,
"P","PLG","	Porsche Leipzig","LINK FOLGT ",
"P","PLG","	Power-Lift-Gate",,
"P","PLH","	Porsche Lizenz- und Handelsgesellschaft mbH",,
"P","PLI","	Parking Lot Info",,
"P","PLM","	Product Lifecycle Management",,
"P","PLO","	Product Line Owner",,
"P","PLoG","Porsche Logistik GmbH","LINK FOLGT ",
"P","PLZ","	Produktlebenszyklus",,
"P","PM","	Post Meridiem",,
"P","PM","	Produktmission	","Steckbrief, Produktstart",
"P","PM ","	Partikelmasse (Sensor)",,
"P","PM","	Plant Maintenance (Instandhaltung)",,
"P","PMA","	Porsche Mittel Anforderung",,
"P","PME","Pflanzenölmethylester (Biodiesel)",,
"P","PME","	Porsche Middle East","LINK FOLGT ",
"P","PmFU","	Prüfmittelfähigkeitsuntersuchung",,
"P","PMK","Porsche Management Konferenz",,
"P","PMNA","Porsche Motorsport North America	","LINK FOLGT ",
"P","PMO","	Projekt Management Office",,
"P","PM-P","Produktionsteam für Änderung in Serie im Werk 11 (Wolfsburg)",,
"P","PMT","	Prozesse, Methoden, Tools",,
"P","PN","	Porsche Norm","LINK FOLGT ",
"P","PNB","	Porsche Niederlassung Berlin",,
"P","PNBP","	Porsche Niederlassung Berlin Potsdam	",,
"P","PNF","	Porsche Nachwuchsförderungsprogramm	","LINK FOLGT ",
"P","PNHH","Porsche Niederlassung Hamburg",,
"P","PNHHNW","Porsche Niederlassung Hamburg Nord-West",,
"P","PNL","Porsche Niederlassung Leipzig",,
"P","PNP","Porsche Nachwuchs-Programm","LINK FOLGT",
"P","PNR","Point of no Return",,
"P","PNS","	Porsche Niederlassung Stuttgart",,
"P","PNS","	Push Notification Service",,
"P","PO","	Produktion Organisation",,
"P","PO","	Project Organisation",,
"P","PO","	processowner",,
"P","POA","	Porsche Office Assistent",,
"P","POD","	Print(ing) on Demand",,
"P","POD","	Payment on Delivery",,
"P","POF","	Porsche France","LINK FOLGT ",
"P","POGIS","	Porsche internes Gesetztes Informations System",,
"P","POI","	Point of Interest",,
"P","Polaris","Ersatzteilesystem der Vertriebs-Tochtergesellschaften",,
"P","POLDI","	Porsche Output List and Distribution Interface",,
"P","POMP ","	Porsche Online Marketing Planer",,
"P","PopUp","	Fenster, das sich für Extra Informationen neu öffnet",,
"P","PorTello","Ersatzteilesystem der PAG",,
"P","POS","Point of Sale",,
"P","POSES","Porsche Service System",,
"P","POSIP","Porsche Side Impact Protection System",,
"P","PP","	Programmpunkt",,
"P","PP","	Projektprämissen",,
"P","PP","	Polypropylen",,
"P","PP","	Projektprämissen",,
"P","P-PAK","Produktarbeitskreis im Ressort P",,
"P","P-PAK	","Produktarbeitskreis im Ressort P",,
"P","PPB","	Parts per Billion (Milliarde)",,
"P","PPC","	Product Planning Comitee",,
"P","PPC","Premium Platform Combustion",,
"P","PPD","Passenger Presence Detector",,
"P","PPE","	Premium Platform Electric",,
"P","PPF","	Produkt- und Produktionsprozessfreigabe",,
"P","PpK","	Vorläufige Prozessfähigkeit",,
"P","PPK","	Porsche Prüfkatalog",,
"P","PPM","	Porsche Partner Management",,
"P","PPM","	Pulses per Minute",,
"P","ppm","	parts per million",,
"P","PPN","	Porsche Partner Network","LINK FOLGT ",
"P","PPN","	Porsche Prüfnorm",,
"P","PPO","	Porsche Prozess Optimierung",,
"P","PPO","	PartnerschaftlicheProzessOptimierung",,
"P","PPOI","	Personal Point of Interest",,
"P","PPP","	Polluter Pays Principle (Verursacherprinzip)",,
"P","PPP","	Porsche Partnerschaftsprogramm",,
"P","PPP","	Point-to-Point Protocol",,
"P","PPR","	Prüfprotokoll",,
"P","PPT ","	Parts Planning Tool",,
"P","PPV","	Porsche Prüfvorschrift",,
"P","PQC","	Porsche Quality Culture",,
"P","PQIS","	Porsche Qualitäts Informations System	",,
"P","PR","	Ply Rating",,
"P","PR","	Public Relations",,
"P","PRAE","Präsentation",,
"P","PR-Familie","	Primäreigenschaftsfamilie",,
"P","PRMS","Porsche Request Management System",,
"P","PR-NR","Primäre Eigenschaft (VW-Konzern) entspricht der PAG M-Nummer/I-Nummer",,
"P","PR-Nummer","	Primäreigenschaftsnummer, siehe PR-NR",,
"P","Pro/E, ProE","	Pro/Engineer, CAD Software der Fa. Parametric Technology Corporation (PTC)",,
"P","PRODAP","	Produktionsdatenplattform",,
"P","PRODIS","	Produktions-Informations-System	",,
"P","PROM ","Programmable Read Only Memory	",,
"P","PROMIS","Projektmanagement-Informations-System",,
"P","PROPOS","Projekt- und Portfoliomanagementsystem",,
"P","PROS","	Porsche Retail Online Shop",,
"P","PROT ","	Protokoll",,
"P","PRU","	Porsche Russland","LINK FOLGT ",
"P","PSA","	Porsche Service Analyse	","Garantie- und Kulanzaudit",
"P","PSAK ","	Themenrunde Package/Styling/Aerodynamik/Karosserie",,
"P","PSB","	Program Specification Block (für Zugriff auf IMS-Datenbanken)",,
"P","PSB","	Projekt Status Bericht",,
"P","PSB","	Produkt-Struktur-Basis",,
"P","PSC","	Porsche Sourcing Committee",,
"P","PSCB","	Porsche Surface Coated Brake	","Hartstoff beschichtete Graugrussbremse",
"P","PSD","	Panorama-Schiebedach",,
"P","PSD","Prädiktive Streckendaten",,
"P","PSDS","	Porsche Sport Driving School",,
"P","PSEC","Porsche Service Excellence Club",,
"P","PSH","Projektsteurungshandbuch",,
"P","PSI","	Produktions-Steuerungs-Informationssystem",,
"P","PSI","	Pounds per Square Inch",,
"P","PSK","	Package-Styling-Karosserie",,
"P","PSK","	Produktsicherheitskreis",,
"P","PSK","	Produkt-Strategie-Komitee",,
"P","PSL","Produktschlüssel",,
"P","PSL","	Produktionsstückliste (FSI)",,
"P","PSM","	Porsche Stability Management",,
"P","PSO","	Personalisierung",,
"P","PSP","	Projektstrukturplan",,
"P","PSRM","Porsche System Referenz Model",,
"P","PSS","Porsche Satisfaction Survey",,
"P","PSSL","	Produktionsstückliste (TI-S)",,
"P","PST","	Porsche System Tester",,
"P","PSZ","	Porsche Service Zentrum",,
"P","PT","	Prototyp",,
"P","PT3.TVD","Technische Daten für Typisierung und Vertrieb",,
"P","PTA","	Projekte und Technologie-Akten",,
"P","PTC","	Positive Temperature Coefficient",,
"P","PTC","	Porsche Travel Club",,
"P","P-Team","in der ÄKO- und ÄA-Phase: P-Team ist verantwortlich für Einsatzterminierung und Dispo-Freigabe für ÄKOS in der Vorserie, für Verteilung und Konsolidierung der P-Stellungnahmen während des Serienprozesses und für Einsatzterminsteuerung und Dispo-Freigabe","LINK 'P-Team' FOLGT ",
"P","PTEAMxx","	Produktionsteam im Werk xx (Koordinatoren ausserhalb der TE)","LINK FOLGT ",
"P","PTFE","	Polytetrafluorethylen",,
"P","PTK","	Porsche Teilekatalog",,
"P","PTL","Porsche Technische Lieferbedingungen	",,
"P","PTM","Porsche Traction Management	","geregelter Allradantrieb",
"P","PTO","	Porsche Times Online",,
"P","PTS","Prototypen Teile-/Terminsteuerung",,
"P","PTV (Plus)","Porsche Torque Vectoring (Plus)	","Bremsen-Torque-Vectoring mit geregelter Quersperre",
"P","PTW ","Porsche Taiwan",,
"P","PTZ","	Projekt-Team Zubehör",,
"P","PU","	Prüfumfang allgemeine Steuergeräte	",,
"P","PU","	Polyurethan",,
"P","PUB","	Ausprägung des SGV-Kennzeichen der Sachnummer Fertiges Steuergerät, als Rohteil verwendbar",,
"P","PUB","	Prüfumfang flash. Steuergeräte bei Bedarf",,
"P","PUDIS","Porsche Universelles Diagnose Informationssystem",,
"P","PUF","	Ausprägung des SGV-Kennzeichen der Sachnummer Fertiges Steuergerät",,
"P","PUF","	Prüfumfang flash. Steuergeräte oder Flash Container",,
"P","PUK","	Pin Unblocking Key",,
"P","PUK","	Forum Produktqualität & Kundenzufriedenheit",,
"P","PULSTM","Porsche unique lean System for Technology Management",,
"P","P-Umlauf ","	Produktions-Umlauf",,
"P","PUR","	Polyurethan",,
"P","PU-Serie","	Funktionsbau",,
"P","PUU","	Ausprägung des SGV-Kennzeichen der Sachnummer Rohteil, ungeflasht",,
"P","PUU","	Prüfumfang. Steuergeräte ungeflasht",,
"P","PV","	Prozessverantwortlicher",,
"P","PV","Personenverzeichnis",,
"P","PVA","	Porsche Verkäufer Arbeitsplatz	",,
"P","PVC","	Polyvinylchlorid",,
"P","PVD","	Porsche Vertriebsdatenbank",,
"P","PVE/pre-PVE	","Production-Vehicle-Evaluation",,
"P","PVGM","Porsche Veranstaltungs- und Geschenkemanagement","LINK FOLGT ",
"P","PVM","	Porsche Vorgehensmodell zur Entwicklung von Informationssystemen	",,
"P","PVMS","	  Porsche Vehicle Management System 	",,
"P","PVP","	Porsche Verbesserungsprozess	","LINK FOLGT",
"P","PVS","	Prototypenvorserie",,
"P","PVS","	Produktions-Versuchs-Serie ODER Produktions-Varianten-Stückliste",,
"P","PV-S","	PV-Serie, Produktionsvorbereitungsserie, Pilot-Vorserie",,
"P","PV-Serie","	Produktions--Vorserie",,
"P","PVT","	Porsche Verbesserungstechnik Tabelle	",,
"P","PVTM","	Porsche Vehicle Transport Management	",,
"P","PVTS","	Porsche Vehicle Tracking System",,
"P","PWAT","	Porsche Warranty Audit Tools	","ganzheitliches Auditsystem für die PSA",
"P","PWG","	Porsche Werkzeugbau GmbH",,
"P","PWR","	Pulswechselrichter",,
"P","PWR","Pulswechselrichter",,
"P","PWRS","Porsche World Roadshow",,
"P","PWS","	Porsche Werkzeugbau S.R.O.",,
"P","PZ","	Porsche Zuffenhausen / Werk Zuffenhausen",,
"P","PZMS","	Porsche Zentrum Marketing Service",,
"Q","QBS","Qualitäts-Sachbearbeiter-Schlüssel",,
"Q","QCR","	Quality Control Report",,
"Q","QFD","Quality Function Deployment	",,
"Q","Q-Gate","	Qualitygate",,
"Q","QI","	Qualität-Information",,
"Q","QK","	Qualitätskontrolle",,
"Q","QKLM","	Qualität, Kosten, Lieferservice, Motivation	",,
"Q","QLH","	Querschnittslastenheft",,
"Q","QM","	Qualitätsmanagement",,
"Q","QMB","	Qualitätsmanagement Berater",,
"Q","QMB-GL","	Qualitätsmanagementbeauftragter Geschäftsleitung",,
"Q","QMF","	Query Management Facility",,
"Q","QPZ","	Qualitäts-PrioritätsZahl",,
"Q","QRZ","	Qualitätsrangzahl","LINK FOLGT ",
"Q","QS","	Qualitätssicherung",,
"Q","QUIP","	Qualitäts-Informations-Programm",,
"R","R2CM","Requirements-to-Corporate-Management ","E2E-Prozess: von der Anforderung zum Managementsystem ",
"R","R2Q","Requirements-to-Quality ","E2E-Prozess: von der Kundenanforderung zum Qualitätserlebnis ",
"R","RA","	Rangier Assistent",,
"R","RAH","	Remote Auxiliary Heating",,
"R","RAL","Richtlinien des Ausschusses für Lieferbedingungen und Gütesicherung",,
"R","RAM","	Random Access Memory",,
"R","RAS","	Responsibilities",,
"R","RB","	Rahmenbedingung",,
"R","RBC","	Remote Battery Charge",,
"R","RBM","	Rahmenbedingungsmanagement",,
"R","RBS","	Rennsport-Sachbearbeiter-Schlüssel	",,
"R","RCB","Rechargeable Electric Energy Storage System Charge Balance",,
"R","RDE","Real Driving Emissions",,
"R","RDK","	Reifen-Druck-Kontrolle",,
"R","RDS","Radio Data Service",,
"R","RDT","Remote Departure Time Programming",,
"R","RdW","	Rest der Welt",,
"R","REACH","	Registration-Evaluation-Authorisation-Restriction of Chemicals",,
"R","RED2D","Real-Estate-Demand-to-Dismantling ","E2E-Prozess: vom Flächenbedarf zum Rückbau",
"R","REESS","Rechargeable Electric Energy Storage System",,
"R","REFA","Verband für Arbeitsgestaltung, Betriebsorganisation und Unterneh-mensentwicklung",,
"R","RES","	Reibelementschweißen",,
"R","REST","	Representational State Transfer",,
"R","REW","	Rewind",,
"R","RFAS","	Reinigung Fahrer Assistenz Systeme",,
"R","RfC","	Request for Change","LINK FOLGT ",
"R","RFID","radio-frequency indentification",,
"R","RFK","	Referenzkarosse",,
"R","RFK","	Rückfahrkamera",,
"R","RFT","	Run-Flat-Tire",,
"R","RG","	Rabattgruppe",,
"R","RGS","	Reversibler Gurt-Straffer",,
"R","RH","	Rahmenheft",,
"R","RHF","Remote Honking & Flashing",,
"R","R-HMI","	Remote Human Machine Interface",,
"R","RHS","	Rückhaltesystem oder Radhausschale	",,
"R","RI","	Referential Integrity",,
"R","RI","	Registered Importer",,
"R","RK","	Rohkarosse",,
"R","RL","	Richtlinie",,
"R","RL","	Rechtslenker",,
"R","RLC","	Rackliftchanger",,
"R","RLF","	Reparaturleitfaden",,
"R","RLU","	Remote Lock/Unlock",,
"R","RM","Rückmeldung",,
"R","RMP","Ressourcen und Merkmalsplanung",,
"R","RMS","	Risikomanagementsystem",,
"R","RMSSE","Root Mean Squared Speed Error",,
"R","RNC","	Road Network Coverage",,
"R","RNC","Road Noise Cancellation ",,
"R","RNS","Radio & Navigation System",,
"R","ROA","	Roadside Assistance",,
"R","ROM","Read Only Memory",,
"R","ROW","	Rest of World",,
"R","ROZ","	Research-Oktanzahl",,
"R","RP","	Referenzpunkt",,
"R","RP","	Regierungspräsidium",,
"R","RP","	Remediation-Plan",,
"R","RP","	Remote Production",,
"R","RPC","Remote Pretrip Climatisation",,
"R","RPS","Referenzpunktsystem",,
"R","RPZ","	Risikoprioritätszahl",,
"R","RRP","Recommended Retail Price",,
"R","RS","Rundschreiben",,
"R","RS","	Rücksprache",,
"R","RS","Rennsportwagen",,
"R","RS","Rückstellungsspiegel",,
"R","RSA","	Remote Speed Alert",,
"R","RSE","	Rear-Seat-Entertainment",,
"R","RSG","	Riemenstratergenerator",,
"R","RSH","	Remote Standheizung",,
"R","RSR","	Rennsport Rennwagen",,
"R","RSW","	Rückfahrscheinwerfer",,
"R","RT","Runtime","(IoT)",
"R","RTA","	Rear Traffic Alert",,
"R","RTM","	Real Time Monitoring",,
"R","RTS","	Remote Trip Statistics",,
"R","RTV","Rear Top View",,
"R","RUD","	Remote Update",,
"R","RUF","	Restumfang",,
"R","RuR","	Roles & Rights",,
"R","RVD","	Remote Vehicle Disabling",,
"R","RVG","	Regionale Verkehrsgesellschaft",,
"R","RVS","	Rechner Verbund System",,
"R","RVS","Remote Vehice Status",,
"S","S&R","	Squeak & Rattle	","Quietschen & Klappern",
"S","SA","Service Advisor",,
"S","SÄA","Serienänderungsantrag",,
"S","SAB","	Seitenairbag",,
"S","SAC","	Smart Actuator Charging",,
"S","SACID","	Smart Actuator Charging Interface Device",,
"S","SAD","	Schiebeaufstelldach",,
"S","SAD","Summary of Audit Differences	","Nichtaufgriffsgrenze",
"S","SADUS","	Ständiger Arbeitskreis Disposition und Steuerung",,
"S","SAGA","Strukturierte Antrags Gewährleistungs Abwicklung",,
"S","SAH","	Struktur-Absicherungs-Hardware",,
"S","SAK","	Serienarbeitskreis, Service Anforderungskatalog",,
"S","SAN","	Storage Area Network",,
"S","SAP","	Systeme, Anwendungen und Produkte in der Datenverarbeitung",,
"S","SASSI","	Sales After Sales Service Initiative",,
"S","SB","	Serienbetreuung",,
"S","SB","	Sachbearbeiter",,
"S","SBBR","	Stand-Brems-Blink-Rückleuchte",,
"S","SBC","	Sensotronic Brake Control",,
"S","SBR","	Seatbeltreminder",,
"S","SBS","	Sachbearbeiterschlüssel",,
"S","SBS-Katalog","Sachbearbeiterschlüssel-Katalog",,
"S","SBT","	Serienbetreuungsteam",,
"S","SBT","	Signal-Beantragungs-Tool	","Konzern-Tool zur Beantragung von Fahrzeug-Bus-Signalen",
"S","SBV","	Serienbetreuungsverantwortlicher",,
"S","SBV-TR","Serienbetreuungsverantwortlicher der Baureihe mit dem Änderungsbegehren	",,
"S","SC","Stability Control",,
"S","SC","	Safety Computer	","Airbag-Steuergerät",
"S","SCD","	Special-Characteristics-Documentation",,
"S","SCH","	Schedule",,
"S","SCR","	Selective Catalytic Reducition",,
"S","SDA","	Swarm Data Aggregator",,
"S","SDM","	SimData Manager",,
"S","SDM","	SDM - Simulationsdatenmanagement	","LINK FOLGT ",
"S","SDP","Sport Design Paket",,
"S","SDR","Self Discharge Ratio	","Selbstentladungsrate von Batterien oder Akkumulatoren",
"S","SDS","	Speech Dialog System",,
"S","SdT","	Stand der Technik",,
"S","SE","	Serienentwicklung",,
"S","SE","	Serieneinsatz",,
"S","SE","Simultaneous Engineering",,
"S","SEFT","Sporterlebnis Fahrtage",,
"S","SEL","	Selection",,
"S","SEP","Systementwicklungsprozess",,
"S","SE-Prozess","Serienentwicklungsprozess",,
"S","SEQ","Subjektiv erlebbare Qualität",,
"S","SET","	Simultaneous Engineering Team","Serien Entwicklungs Team",
"S","SEU","	System-Entwicklungs-Umfang",,
"S","SF","Schadenfreiheitsklasse",,
"S","SFD","	Schutz der Fahrzeugdiagnose",,
"S","SFD","Schutz der Fahrzeugdiagnose",,
"S","SFG-Struktur","Stücklisten-Freigabe-Struktur","Auftrennung der CAD-Struktur in Stücklistenbereich und Konstruktionsbereich. Bildet die Grundlage für das CAD-Multimodelling welches seit den 1990’ern bei EA im Einsatz ist. Der Begriff SFG wird ab 2023 durch den Begriff VPK weitergeführt.",
"S","S-FMEA","	System-FMEA",,
"S","SFN","	Serienfähigkeitsnachweis",,
"S","SFTP","Supplemental Federal Test Procedure	",,
"S","SG","Steuergerät",,
"S","SG","Sicherheitsglas",,
"S","SG","	Schaltgetriebe",,
"S","SGG","	Steuergeräte Gruppe",,
"S","SGL","	Sachgebietsleiter",,
"S","SGML","Standard Generalized Mark-up Language",,
"S","SGV","	Steuergeräte Verbund",,
"S","SGV-Kz","	Kennzeichen Steuergerät der Sachnummer",,
"S","SHE","	Scheibenheizung",,
"S","SHED","	Sealed Housing for Evaporative Determination",,
"S","SHL","	Superheißland",,
"S","SHV","Software-Hardware-Verbund",,
"S","SI","	Systeme International d'Unites",,
"S","SIA","	Service-Intervall-Anzeige",,
"S","SiBa","	Sicherheitsbeauftragter",,
"S","SiLLK","	Saugrohrintergrierter LLK",,
"S","SilverDat","	Gebrauchtwagenbewertung",,
"S","SIM","Subscriber Identification Module",,
"S","SINCAP","	Side Impact New Car Assessment Program",,
"S","SIT","	Service Information Technik",,
"S","SIV","	Soll-Ist-Vergleich",,
"S","SK","	Senderkennung",,
"S","SKD","	semi knocked down	","niedrigster Zerlegungsgrad - Teilzerlegt",
"S","SKE","Steuerbarer Kühllufteinlass",,
"S","SKE","Steuerbarer Kühllufteinlass",,
"S","SKE","Steuerbarer Kühllufteinlass",,
"S","SKID","	Förderträger für Fahrzeuge in der Födertechnik",,
"S","SKR","	Sachkontenrahmen",,
"S","SKR 51","Herstellerübergreifende Kfz-Branchenkontenrahmen von DATEV	",,
"S","SL","	Schlussleuchte",,
"S","SL","	Service Loaner",,
"S","SL","	Service List",,
"S","SLA","	Service Level Agreement","LINK FOLGT",
"S","SLM","	Service Level Management",,
"S","SLS","	Sublieferantenstruktur",,
"S","SLT","	Sonderladungsträger",,
"S","SLV","Sport Luxury Vehicle",,
"S","SM","	Status-Meeting",,
"S","SMG","	Sequenzielles Manuelles Getriebe",,
"S","SMK","	Schwungmassenklasse",,
"S","SML","	Seitenmarkierungsleuchte",,
"S","SMLS","	Schaltmodul Lenksäule",,
"S","SMS","	Short Message Service",,
"S","SN","	Sachnummer",,
"S","SNCH","	luxemburgische Genenehmigungsbehörde für EU für Gesamtgenehmigung",,
"S","SNK ","	Schadensnummernkatalog",,
"S","SNR","	Sachnummer",,
"S","SOA","	State of Art",,
"S","SOAP","	Simple Object Access Protocol	",,
"S","SOC","State of Charge	","Ladezustand bspw. einer HV-Batterie",
"S","SoKo","	Software Kommissionierung",,
"S","SOM","Sales Operation Manager	","CRM Rolle",
"S","SONATA","	Soll nach Tagen (=Stücklistenauflösung), Bedarfe, Stückzahlen",,
"S","SOP","	Start of Production",,
"S","SoRo","	Sonnenrollo",,
"S","SoS","	Start of Sales",,
"S","SOT","	Start of Testing",,
"S","SOW","	Scope of Work",,
"S","SOZ","	Straßenoktanzahl",,
"S","SP","Siedepunkt",,
"S","SP","	Schaltpläne",,
"S","SP","	Service Portlet",,
"S","SPA","	Spätester Auslauf	","Datum",
"S","SPC","	Statistical Process Control",,
"S","SPC","Scalable Power Converter","integrierter On-Board Charger und DCDC-Wandler für das SSP6 Plattform",
"S","SPE","	Spätester Einlauf	","Datum",
"S","SPICE","	  SPICE (Software Process Improvement and Capability Determination)  oder ISO/IEC 15504-5",,
"S","SPIN ","	Security PIN (auch S-PIN)",,
"S","SPK","	Sicherstellung Prozesssicherheit Kaufteile",,
"S","SPNV","	Schienen-Personen-Nahverkehr	",,
"S","SPS","	Speicherprogrammierbare Steuerung	",,
"S","SQL","Structured Query Language",,
"S","SRA","Scheinwerfer-Reinigungs-Anlage",,
"S","SRE","	Senkkopfreibelement",,
"S","SSL","	Secure Socket Layer",,
"S","SSL","Serienschlüssel",,
"S","SSNR","	Steuerungssachnummer",,
"S","SSO","	Single Sign-on",,
"S","SSP","	SW-Standardmodul",,
"S","SSR","	Sales & Stock Report",,
"S","SSS","	Service Satisfaction Survey",,
"S","SST","	Sachstamm",,
"S","SST","	Self-Supporting-Tire",,
"S","SST","	Service Support Team",,
"S","SSV","Schnittstellenvereinbarung",,
"S","ST","	Soft Top",,
"S","STA","Einsatz des Statuswechsel",,
"S","STA","	Seitenteil außen",,
"S","S-TAB","	Steuertabelle	","VW-Konzern",
"S","STAR","	Sourcing Tracking and Reporting	","konzernweites System zur strategischen Planung und Durchführung von Beschaffungsvorgängen",
"S","S-Teil ","Sicherheitsrelevantes Teil",,
"S","STEP","	Standard for the Exchange of Product Model Data	","Standard zur Beschreibung von Produktdaten für CAD, CAE, PDM, etc.",
"S","STEREO","StücklistenTERminErfassungOnline",,
"S","StG","Stahlguss",,
"S","STH","	Standheizung",,
"S","St-Knetwerkstoff","Stahlknetwerkstoff",,
"S","STL","	Surface Tesselation Language	","Datenformat zum Austausch von Geometriedaten",
"S","Strak","	Darstellung der Oberfläche eines Objekts im CAD",,
"S","STS","	Secure Token Service",,
"S","STT","	Softwareteiletisch",,
"S","STT","	Speech-To-Text",,
"S","StVO","	Straßenverkehrsordnung",,
"S","StVZO","	Straßenverkehrszulassungsordnung	",,
"S","SULEV","	Super Ultra Low Emission Vehicle",,
"S","SUMS","	Software-Update-Management-System",,
"S","SUV","	Sport Utility Vehicle",,
"S","SV","	(konventionelle) Schaltventile",,
"S","SV","Stereo Videokamera",,
"S","SVF","Sitzverstellfeld",,
"S","SVK","Systemverantwortungskreis",,
"S","SVN","	Subversion",,
"S","SVP","	Statistische Versuchsplanung",,
"S","SvZ","	Systeme vorbestimmter Zeiten",,
"S","SW","	Software",,
"S","SW","	ShortWave",,
"S","SW","	Sonderwunsch",,
"S","SW","	Schlüsselweite",,
"S","SW","	Sonderwerkzeug",,
"S","SW","Scheinwerfer",,
"S","SW","	Sollwert",,
"S","SWA","	Spurwechselassistent",,
"S","SWA","	Scheiben-Wasch-Anlage",,
"S","SWaP","	Software als Produkt",,
"S","SWC","	Software Component",,
"S","SWET","SOLL Waren Eingangs Termin",,
"S","SWM","Strategische Wachstumsmärkte",,
"S","SWWB","	Scheibenwischwasserbehälter",,
"S","SWZ","Sonderwerkzeug, Serienwerkzeug",,
"S","System-BA","System-Bauabweichung",,
"S","SZ","	Spulenzündung",,
"T","T.i.O.","Technisch in Ordnung",,
"T","T2A","Target-to-Achieve ","E2E-Prozess: von der Planung zur Zielerreichung ",
"T","T4I","Together-for-Integrity",,
"T","TA","	Transportauftrag",,
"T","TA","	Type Approval",,
"T","TA","	Technische Anleitung",,
"T","TA","	Technische Anforderungen",,
"T","TA","	Technischer Assistent",,
"T","TA","Technischer Ausschuss",,
"T","TAB","Tabellenbezeichnung",,
"T","TÄD","	Technischer Änderungsdienst",,
"T","TA-E","Teileartenschlüssel Entwicklung",,
"T","TA-P","Teileartenschlüssel Produktion",,
"T","TB","	Transportbedarf",,
